interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,coal_and_lignite,hydro,nuclear,power_storage,solar,wind,natural_gas,other
2017-01-01T00:00:00-06:00,2017-01-01 06:00:00+00:00,2017-01-02T00:00:00-06:00,2017-01-02 06:00:00+00:00,13940.2839098333,54.1201871666667,5111.15962566667,0,145.811728458333,5969.24116691667,5900.54575233333,3.215168
2017-01-02T00:00:00-06:00,2017-01-02 06:00:00+00:00,2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,12726.7242797917,82.339167,5109.74541337499,0,151.422822875,8832.89774445833,5554.15989295833,2.98690691666667
2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,14666.2450908333,85.7382172916667,5109.01711199999,0,134.264333916667,6739.29642737499,8110.02546304166,6.42926104166667
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,16553.99417825,97.1574901666667,5112.535631875,0,102.102549541667,4938.18034408333,13417.35567675,5.49958479166667
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,15292.4829058333,103.911398666667,5113.79401554167,0,100.744257875,8741.48651433334,12268.58535875,3.26059695833333
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,17301.8115875,112.153786666667,5116.45706516667,0,74.7556324583333,7137.022458,23021.6354499583,3.11113454166666
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,16747.587006,109.994368958333,5122.08432283334,0,165.618731708333,4015.03218704166,25105.9179851667,5.76745570833333
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,13609.834868,85.2918432916667,5124.84213825001,0,151.18598725,10462.91204075,16829.985269375,2.83503125
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,11892.9942832083,76.1725691666666,5123.32103733333,0,139.947626791667,11852.429245625,9461.00036500001,2.94568479166666
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,10898.1734560417,91.9957959166668,5122.94269158334,0,110.381565916667,9130.49282570834,8652.66928445832,2.26561670833333
2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-12T00:00:00-06:00,2017-01-12 06:00:00+00:00,9249.8259545,89.3007194583334,5119.62938108333,0,131.554618791667,13473.7425051667,6300.392363125,4.58657379166667
2017-01-12T00:00:00-06:00,2017-01-12 06:00:00+00:00,2017-01-13T00:00:00-06:00,2017-01-13 06:00:00+00:00,12919.2289995417,97.1892415833333,5117.91395470833,0,106.613409291667,7120.27410937501,9413.81073187499,1.55719420833333
2017-01-13T00:00:00-06:00,2017-01-13 06:00:00+00:00,2017-01-14T00:00:00-06:00,2017-01-14 06:00:00+00:00,14426.2631847917,167.808944125,5117.74485658334,0,56.4931215416667,5806.069694375,10715.8440110833,4.80930275
2017-01-14T00:00:00-06:00,2017-01-14 06:00:00+00:00,2017-01-15T00:00:00-06:00,2017-01-15 06:00:00+00:00,15499.5383830834,170.814284958334,5117.04780816667,0,32.0697596666667,3129.83380970833,11651.78855075,11.5267363333333
2017-01-15T00:00:00-06:00,2017-01-15 06:00:00+00:00,2017-01-16T00:00:00-06:00,2017-01-16 06:00:00+00:00,14769.9025970417,152.540993166667,5116.24866858333,0,42.9593134166667,5203.115078375,8073.76167070834,4.68734466666666
2017-01-16T00:00:00-06:00,2017-01-16 06:00:00+00:00,2017-01-17T00:00:00-06:00,2017-01-17 06:00:00+00:00,13366.0979272917,171.123803875,5111.45421604167,0,130.403318791667,4317.20707216666,11388.7651402083,1.599501
2017-01-17T00:00:00-06:00,2017-01-17 06:00:00+00:00,2017-01-18T00:00:00-06:00,2017-01-18 06:00:00+00:00,13442.7906589167,156.406269791667,5112.215063375,0,24.467651875,4510.21988066666,13092.0719280417,0.7427715
