interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2020-07-01T00:00:00-05:00,2020-07-01 05:00:00+00:00,2020-07-02T00:00:00-05:00,2020-07-02 05:00:00+00:00,55321.524305555556
2020-07-02T00:00:00-05:00,2020-07-02 05:00:00+00:00,2020-07-03T00:00:00-05:00,2020-07-03 05:00:00+00:00,54976.524305555556
2020-07-03T00:00:00-05:00,2020-07-03 05:00:00+00:00,2020-07-04T00:00:00-05:00,2020-07-04 05:00:00+00:00,53049.472222222222
2020-07-04T00:00:00-05:00,2020-07-04 05:00:00+00:00,2020-07-05T00:00:00-05:00,2020-07-05 05:00:00+00:00,51708.635416666667
2020-07-05T00:00:00-05:00,2020-07-05 05:00:00+00:00,2020-07-06T00:00:00-05:00,2020-07-06 05:00:00+00:00,51221.173611111111
2020-07-06T00:00:00-05:00,2020-07-06 05:00:00+00:00,2020-07-07T00:00:00-05:00,2020-07-07 05:00:00+00:00,51946.829861111111
2020-07-07T00:00:00-05:00,2020-07-07 05:00:00+00:00,2020-07-08T00:00:00-05:00,2020-07-08 05:00:00+00:00,52311.524305555556
2020-07-08T00:00:00-05:00,2020-07-08 05:00:00+00:00,2020-07-09T00:00:00-05:00,2020-07-09 05:00:00+00:00,55218.850694444444
2020-07-09T00:00:00-05:00,2020-07-09 05:00:00+00:00,2020-07-10T00:00:00-05:00,2020-07-10 05:00:00+00:00,57060.055555555556
2020-07-10T00:00:00-05:00,2020-07-10 05:00:00+00:00,2020-07-11T00:00:00-05:00,2020-07-11 05:00:00+00:00,56985.312500000000
2020-07-11T00:00:00-05:00,2020-07-11 05:00:00+00:00,2020-07-12T00:00:00-05:00,2020-07-12 05:00:00+00:00,56502.180555555556
2020-07-12T00:00:00-05:00,2020-07-12 05:00:00+00:00,2020-07-13T00:00:00-05:00,2020-07-13 05:00:00+00:00,55082.045138888889
2020-07-13T00:00:00-05:00,2020-07-13 05:00:00+00:00,2020-07-14T00:00:00-05:00,2020-07-14 05:00:00+00:00,59517.805555555556
2020-07-14T00:00:00-05:00,2020-07-14 05:00:00+00:00,2020-07-15T00:00:00-05:00,2020-07-15 05:00:00+00:00,58507.229166666667
2020-07-15T00:00:00-05:00,2020-07-15 05:00:00+00:00,2020-07-16T00:00:00-05:00,2020-07-16 05:00:00+00:00,57581.444444444444
2020-07-16T00:00:00-05:00,2020-07-16 05:00:00+00:00,2020-07-17T00:00:00-05:00,2020-07-17 05:00:00+00:00,58097.826388888889
2020-07-17T00:00:00-05:00,2020-07-17 05:00:00+00:00,2020-07-18T00:00:00-05:00,2020-07-18 05:00:00+00:00,56184.784722222222
2020-07-18T00:00:00-05:00,2020-07-18 05:00:00+00:00,2020-07-19T00:00:00-05:00,2020-07-19 05:00:00+00:00,52497.347222222222
2020-07-19T00:00:00-05:00,2020-07-19 05:00:00+00:00,2020-07-20T00:00:00-05:00,2020-07-20 05:00:00+00:00,52720.659722222222
2020-07-20T00:00:00-05:00,2020-07-20 05:00:00+00:00,2020-07-21T00:00:00-05:00,2020-07-21 05:00:00+00:00,54470.986111111111
2020-07-21T00:00:00-05:00,2020-07-21 05:00:00+00:00,2020-07-22T00:00:00-05:00,2020-07-22 05:00:00+00:00,52621.125000000000
2020-07-22T00:00:00-05:00,2020-07-22 05:00:00+00:00,2020-07-23T00:00:00-05:00,2020-07-23 05:00:00+00:00,54217.729166666667
2020-07-23T00:00:00-05:00,2020-07-23 05:00:00+00:00,2020-07-24T00:00:00-05:00,2020-07-24 05:00:00+00:00,56277.048611111111
2020-07-24T00:00:00-05:00,2020-07-24 05:00:00+00:00,2020-07-25T00:00:00-05:00,2020-07-25 05:00:00+00:00,55778.913194444444
2020-07-25T00:00:00-05:00,2020-07-25 05:00:00+00:00,2020-07-26T00:00:00-05:00,2020-07-26 05:00:00+00:00,49150.572916666667
2020-07-26T00:00:00-05:00,2020-07-26 05:00:00+00:00,2020-07-27T00:00:00-05:00,2020-07-27 05:00:00+00:00,47643.427083333333
2020-07-27T00:00:00-05:00,2020-07-27 05:00:00+00:00,2020-07-28T00:00:00-05:00,2020-07-28 05:00:00+00:00,51412.843750000000
2020-07-28T00:00:00-05:00,2020-07-28 05:00:00+00:00,2020-07-29T00:00:00-05:00,2020-07-29 05:00:00+00:00,49231.663194444444
2020-07-29T00:00:00-05:00,2020-07-29 05:00:00+00:00,2020-07-30T00:00:00-05:00,2020-07-30 05:00:00+00:00,49961.236111111111
2020-07-30T00:00:00-05:00,2020-07-30 05:00:00+00:00,2020-07-31T00:00:00-05:00,2020-07-31 05:00:00+00:00,54844.364583333333
2020-07-31T00:00:00-05:00,2020-07-31 05:00:00+00:00,2020-08-01T00:00:00-05:00,2020-08-01 05:00:00+00:00,52597.465277777778
2020-08-01T00:00:00-05:00,2020-08-01 05:00:00+00:00,2020-08-02T00:00:00-05:00,2020-08-02 05:00:00+00:00,47608.274305555556
2020-08-02T00:00:00-05:00,2020-08-02 05:00:00+00:00,2020-08-03T00:00:00-05:00,2020-08-03 05:00:00+00:00,48874.131944444444
2020-08-03T00:00:00-05:00,2020-08-03 05:00:00+00:00,2020-08-04T00:00:00-05:00,2020-08-04 05:00:00+00:00,51831.666666666667
2020-08-04T00:00:00-05:00,2020-08-04 05:00:00+00:00,2020-08-05T00:00:00-05:00,2020-08-05 05:00:00+00:00,53116.131944444444
2020-08-05T00:00:00-05:00,2020-08-05 05:00:00+00:00,2020-08-06T00:00:00-05:00,2020-08-06 05:00:00+00:00,53533.954861111111
2020-08-06T00:00:00-05:00,2020-08-06 05:00:00+00:00,2020-08-07T00:00:00-05:00,2020-08-07 05:00:00+00:00,55631.371527777778
2020-08-07T00:00:00-05:00,2020-08-07 05:00:00+00:00,2020-08-08T00:00:00-05:00,2020-08-08 05:00:00+00:00,56650.833333333333
2020-08-08T00:00:00-05:00,2020-08-08 05:00:00+00:00,2020-08-09T00:00:00-05:00,2020-08-09 05:00:00+00:00,54628.395833333333
2020-08-09T00:00:00-05:00,2020-08-09 05:00:00+00:00,2020-08-10T00:00:00-05:00,2020-08-10 05:00:00+00:00,54640.940972222222
2020-08-10T00:00:00-05:00,2020-08-10 05:00:00+00:00,2020-08-11T00:00:00-05:00,2020-08-11 05:00:00+00:00,57800.468750000000
2020-08-11T00:00:00-05:00,2020-08-11 05:00:00+00:00,2020-08-12T00:00:00-05:00,2020-08-12 05:00:00+00:00,59022.260416666667
2020-08-12T00:00:00-05:00,2020-08-12 05:00:00+00:00,2020-08-13T00:00:00-05:00,2020-08-13 05:00:00+00:00,59950.177083333333
2020-08-13T00:00:00-05:00,2020-08-13 05:00:00+00:00,2020-08-14T00:00:00-05:00,2020-08-14 05:00:00+00:00,60017.378472222222
2020-08-14T00:00:00-05:00,2020-08-14 05:00:00+00:00,2020-08-15T00:00:00-05:00,2020-08-15 05:00:00+00:00,59703.263888888889
2020-08-15T00:00:00-05:00,2020-08-15 05:00:00+00:00,2020-08-16T00:00:00-05:00,2020-08-16 05:00:00+00:00,58345.201388888889
2020-08-16T00:00:00-05:00,2020-08-16 05:00:00+00:00,2020-08-17T00:00:00-05:00,2020-08-17 05:00:00+00:00,56909.784722222222
2020-08-17T00:00:00-05:00,2020-08-17 05:00:00+00:00,2020-08-18T00:00:00-05:00,2020-08-18 05:00:00+00:00,53082.531250000000
2020-08-18T00:00:00-05:00,2020-08-18 05:00:00+00:00,2020-08-19T00:00:00-05:00,2020-08-19 05:00:00+00:00,54214.583333333333
2020-08-19T00:00:00-05:00,2020-08-19 05:00:00+00:00,2020-08-20T00:00:00-05:00,2020-08-20 05:00:00+00:00,52674.274305555556
2020-08-20T00:00:00-05:00,2020-08-20 05:00:00+00:00,2020-08-21T00:00:00-05:00,2020-08-21 05:00:00+00:00,52205.270833333333
2020-08-21T00:00:00-05:00,2020-08-21 05:00:00+00:00,2020-08-22T00:00:00-05:00,2020-08-22 05:00:00+00:00,52724.795138888889
2020-08-22T00:00:00-05:00,2020-08-22 05:00:00+00:00,2020-08-23T00:00:00-05:00,2020-08-23 05:00:00+00:00,49504.684027777778
2020-08-23T00:00:00-05:00,2020-08-23 05:00:00+00:00,2020-08-24T00:00:00-05:00,2020-08-24 05:00:00+00:00,50228.295138888889
2020-08-24T00:00:00-05:00,2020-08-24 05:00:00+00:00,2020-08-25T00:00:00-05:00,2020-08-25 05:00:00+00:00,53179.322916666667
2020-08-25T00:00:00-05:00,2020-08-25 05:00:00+00:00,2020-08-26T00:00:00-05:00,2020-08-26 05:00:00+00:00,54162.145833333333
2020-08-26T00:00:00-05:00,2020-08-26 05:00:00+00:00,2020-08-27T00:00:00-05:00,2020-08-27 05:00:00+00:00,53375.343750000000
2020-08-27T00:00:00-05:00,2020-08-27 05:00:00+00:00,2020-08-28T00:00:00-05:00,2020-08-28 05:00:00+00:00,53853.430555555556
2020-08-28T00:00:00-05:00,2020-08-28 05:00:00+00:00,2020-08-29T00:00:00-05:00,2020-08-29 05:00:00+00:00,58641.378472222222
2020-08-29T00:00:00-05:00,2020-08-29 05:00:00+00:00,2020-08-30T00:00:00-05:00,2020-08-30 05:00:00+00:00,57495.315972222222
2020-08-30T00:00:00-05:00,2020-08-30 05:00:00+00:00,2020-08-31T00:00:00-05:00,2020-08-31 05:00:00+00:00,55088.760416666667
2020-08-31T00:00:00-05:00,2020-08-31 05:00:00+00:00,2020-09-01T00:00:00-05:00,2020-09-01 05:00:00+00:00,59730.288194444444
2020-09-01T00:00:00-05:00,2020-09-01 05:00:00+00:00,2020-09-02T00:00:00-05:00,2020-09-02 05:00:00+00:00,56753.260416666667
2020-09-02T00:00:00-05:00,2020-09-02 05:00:00+00:00,2020-09-03T00:00:00-05:00,2020-09-03 05:00:00+00:00,51645.069444444444
2020-09-03T00:00:00-05:00,2020-09-03 05:00:00+00:00,2020-09-04T00:00:00-05:00,2020-09-04 05:00:00+00:00,50909.781250000000
2020-09-04T00:00:00-05:00,2020-09-04 05:00:00+00:00,2020-09-05T00:00:00-05:00,2020-09-05 05:00:00+00:00,49111.159722222222
2020-09-05T00:00:00-05:00,2020-09-05 05:00:00+00:00,2020-09-06T00:00:00-05:00,2020-09-06 05:00:00+00:00,46516.524305555556
2020-09-06T00:00:00-05:00,2020-09-06 05:00:00+00:00,2020-09-07T00:00:00-05:00,2020-09-07 05:00:00+00:00,47496.225694444444
2020-09-07T00:00:00-05:00,2020-09-07 05:00:00+00:00,2020-09-08T00:00:00-05:00,2020-09-08 05:00:00+00:00,49957.354166666667
2020-09-08T00:00:00-05:00,2020-09-08 05:00:00+00:00,2020-09-09T00:00:00-05:00,2020-09-09 05:00:00+00:00,50386.190972222222
2020-09-09T00:00:00-05:00,2020-09-09 05:00:00+00:00,2020-09-10T00:00:00-05:00,2020-09-10 05:00:00+00:00,47525.763888888889
2020-09-10T00:00:00-05:00,2020-09-10 05:00:00+00:00,2020-09-11T00:00:00-05:00,2020-09-11 05:00:00+00:00,40733.840277777778
2020-09-11T00:00:00-05:00,2020-09-11 05:00:00+00:00,2020-09-12T00:00:00-05:00,2020-09-12 05:00:00+00:00,42208.010416666667
2020-09-12T00:00:00-05:00,2020-09-12 05:00:00+00:00,2020-09-13T00:00:00-05:00,2020-09-13 05:00:00+00:00,45685.975694444444
2020-09-13T00:00:00-05:00,2020-09-13 05:00:00+00:00,2020-09-14T00:00:00-05:00,2020-09-14 05:00:00+00:00,47045.468750000000
2020-09-14T00:00:00-05:00,2020-09-14 05:00:00+00:00,2020-09-15T00:00:00-05:00,2020-09-15 05:00:00+00:00,48847.767361111111
2020-09-15T00:00:00-05:00,2020-09-15 05:00:00+00:00,2020-09-16T00:00:00-05:00,2020-09-16 05:00:00+00:00,49981.732638888889
2020-09-16T00:00:00-05:00,2020-09-16 05:00:00+00:00,2020-09-17T00:00:00-05:00,2020-09-17 05:00:00+00:00,49697.142361111111
2020-09-17T00:00:00-05:00,2020-09-17 05:00:00+00:00,2020-09-18T00:00:00-05:00,2020-09-18 05:00:00+00:00,48018.736111111111
2020-09-18T00:00:00-05:00,2020-09-18 05:00:00+00:00,2020-09-19T00:00:00-05:00,2020-09-19 05:00:00+00:00,45939.434027777778
2020-09-19T00:00:00-05:00,2020-09-19 05:00:00+00:00,2020-09-20T00:00:00-05:00,2020-09-20 05:00:00+00:00,41488.017361111111
2020-09-20T00:00:00-05:00,2020-09-20 05:00:00+00:00,2020-09-21T00:00:00-05:00,2020-09-21 05:00:00+00:00,38624.861111111111
2020-09-21T00:00:00-05:00,2020-09-21 05:00:00+00:00,2020-09-22T00:00:00-05:00,2020-09-22 05:00:00+00:00,40005.725694444444
2020-09-22T00:00:00-05:00,2020-09-22 05:00:00+00:00,2020-09-23T00:00:00-05:00,2020-09-23 05:00:00+00:00,40513.802083333333
2020-09-23T00:00:00-05:00,2020-09-23 05:00:00+00:00,2020-09-24T00:00:00-05:00,2020-09-24 05:00:00+00:00,40683.079861111111
2020-09-24T00:00:00-05:00,2020-09-24 05:00:00+00:00,2020-09-25T00:00:00-05:00,2020-09-25 05:00:00+00:00,40595.093750000000
2020-09-25T00:00:00-05:00,2020-09-25 05:00:00+00:00,2020-09-26T00:00:00-05:00,2020-09-26 05:00:00+00:00,42868.375000000000
2020-09-26T00:00:00-05:00,2020-09-26 05:00:00+00:00,2020-09-27T00:00:00-05:00,2020-09-27 05:00:00+00:00,43933.534722222222
2020-09-27T00:00:00-05:00,2020-09-27 05:00:00+00:00,2020-09-28T00:00:00-05:00,2020-09-28 05:00:00+00:00,47553.524305555556
2020-09-28T00:00:00-05:00,2020-09-28 05:00:00+00:00,2020-09-29T00:00:00-05:00,2020-09-29 05:00:00+00:00,41104.114583333333
2020-09-29T00:00:00-05:00,2020-09-29 05:00:00+00:00,2020-09-30T00:00:00-05:00,2020-09-30 05:00:00+00:00,38064.965277777778
2020-09-30T00:00:00-05:00,2020-09-30 05:00:00+00:00,2020-10-01T00:00:00-05:00,2020-10-01 05:00:00+00:00,39797.388888888889
2020-10-01T00:00:00-05:00,2020-10-01 05:00:00+00:00,2020-10-02T00:00:00-05:00,2020-10-02 05:00:00+00:00,40433.718750000000
2020-10-02T00:00:00-05:00,2020-10-02 05:00:00+00:00,2020-10-03T00:00:00-05:00,2020-10-03 05:00:00+00:00,39185.815972222222
2020-10-03T00:00:00-05:00,2020-10-03 05:00:00+00:00,2020-10-04T00:00:00-05:00,2020-10-04 05:00:00+00:00,38704.750000000000
2020-10-04T00:00:00-05:00,2020-10-04 05:00:00+00:00,2020-10-05T00:00:00-05:00,2020-10-05 05:00:00+00:00,39240.694444444444
2020-10-05T00:00:00-05:00,2020-10-05 05:00:00+00:00,2020-10-06T00:00:00-05:00,2020-10-06 05:00:00+00:00,41617.069444444444
2020-10-06T00:00:00-05:00,2020-10-06 05:00:00+00:00,2020-10-07T00:00:00-05:00,2020-10-07 05:00:00+00:00,43383.781250000000
2020-10-07T00:00:00-05:00,2020-10-07 05:00:00+00:00,2020-10-08T00:00:00-05:00,2020-10-08 05:00:00+00:00,44252.920138888889
2020-10-08T00:00:00-05:00,2020-10-08 05:00:00+00:00,2020-10-09T00:00:00-05:00,2020-10-09 05:00:00+00:00,44979.388888888889
2020-10-09T00:00:00-05:00,2020-10-09 05:00:00+00:00,2020-10-10T00:00:00-05:00,2020-10-10 05:00:00+00:00,45852.288194444444
2020-10-10T00:00:00-05:00,2020-10-10 05:00:00+00:00,2020-10-11T00:00:00-05:00,2020-10-11 05:00:00+00:00,44705.406250000000
2020-10-11T00:00:00-05:00,2020-10-11 05:00:00+00:00,2020-10-12T00:00:00-05:00,2020-10-12 05:00:00+00:00,47635.326388888889
2020-10-12T00:00:00-05:00,2020-10-12 05:00:00+00:00,2020-10-13T00:00:00-05:00,2020-10-13 05:00:00+00:00,46833.402777777778
2020-10-13T00:00:00-05:00,2020-10-13 05:00:00+00:00,2020-10-14T00:00:00-05:00,2020-10-14 05:00:00+00:00,43342.309027777778
2020-10-14T00:00:00-05:00,2020-10-14 05:00:00+00:00,2020-10-15T00:00:00-05:00,2020-10-15 05:00:00+00:00,45954.215277777778
2020-10-15T00:00:00-05:00,2020-10-15 05:00:00+00:00,2020-10-16T00:00:00-05:00,2020-10-16 05:00:00+00:00,45138.138888888889
2020-10-16T00:00:00-05:00,2020-10-16 05:00:00+00:00,2020-10-17T00:00:00-05:00,2020-10-17 05:00:00+00:00,37145.940972222222
2020-10-17T00:00:00-05:00,2020-10-17 05:00:00+00:00,2020-10-18T00:00:00-05:00,2020-10-18 05:00:00+00:00,37139.920138888889
2020-10-18T00:00:00-05:00,2020-10-18 05:00:00+00:00,2020-10-19T00:00:00-05:00,2020-10-19 05:00:00+00:00,42925.885416666667
2020-10-19T00:00:00-05:00,2020-10-19 05:00:00+00:00,2020-10-20T00:00:00-05:00,2020-10-20 05:00:00+00:00,43694.184027777778
2020-10-20T00:00:00-05:00,2020-10-20 05:00:00+00:00,2020-10-21T00:00:00-05:00,2020-10-21 05:00:00+00:00,45879.871527777778
2020-10-21T00:00:00-05:00,2020-10-21 05:00:00+00:00,2020-10-22T00:00:00-05:00,2020-10-22 05:00:00+00:00,46201.934027777778
2020-10-22T00:00:00-05:00,2020-10-22 05:00:00+00:00,2020-10-23T00:00:00-05:00,2020-10-23 05:00:00+00:00,46286.555555555556
2020-10-23T00:00:00-05:00,2020-10-23 05:00:00+00:00,2020-10-24T00:00:00-05:00,2020-10-24 05:00:00+00:00,41831.090277777778
2020-10-24T00:00:00-05:00,2020-10-24 05:00:00+00:00,2020-10-25T00:00:00-05:00,2020-10-25 05:00:00+00:00,34219.805555555556
2020-10-25T00:00:00-05:00,2020-10-25 05:00:00+00:00,2020-10-26T00:00:00-05:00,2020-10-26 05:00:00+00:00,36385.076388888889
2020-10-26T00:00:00-05:00,2020-10-26 05:00:00+00:00,2020-10-27T00:00:00-05:00,2020-10-27 05:00:00+00:00,41318.968750000000
2020-10-27T00:00:00-05:00,2020-10-27 05:00:00+00:00,2020-10-28T00:00:00-05:00,2020-10-28 05:00:00+00:00,42195.194444444444
2020-10-28T00:00:00-05:00,2020-10-28 05:00:00+00:00,2020-10-29T00:00:00-05:00,2020-10-29 05:00:00+00:00,41184.829861111111
2020-10-29T00:00:00-05:00,2020-10-29 05:00:00+00:00,2020-10-30T00:00:00-05:00,2020-10-30 05:00:00+00:00,39706.791666666667
2020-10-30T00:00:00-05:00,2020-10-30 05:00:00+00:00,2020-10-31T00:00:00-05:00,2020-10-31 05:00:00+00:00,37610.746527777778
2020-10-31T00:00:00-05:00,2020-10-31 05:00:00+00:00,2020-11-01T00:00:00-05:00,2020-11-01 05:00:00+00:00,35415.635416666667
2020-11-01T00:00:00-05:00,2020-11-01 05:00:00+00:00,2020-11-02T00:00:00-06:00,2020-11-02 06:00:00+00:00,34244.326666666667
2020-11-02T00:00:00-06:00,2020-11-02 06:00:00+00:00,2020-11-03T00:00:00-06:00,2020-11-03 06:00:00+00:00,36452.906250000000
2020-11-03T00:00:00-06:00,2020-11-03 06:00:00+00:00,2020-11-04T00:00:00-06:00,2020-11-04 06:00:00+00:00,37011.006944444444
2020-11-04T00:00:00-06:00,2020-11-04 06:00:00+00:00,2020-11-05T00:00:00-06:00,2020-11-05 06:00:00+00:00,37152.697916666667
2020-11-05T00:00:00-06:00,2020-11-05 06:00:00+00:00,2020-11-06T00:00:00-06:00,2020-11-06 06:00:00+00:00,37471.552083333333
2020-11-06T00:00:00-06:00,2020-11-06 06:00:00+00:00,2020-11-07T00:00:00-06:00,2020-11-07 06:00:00+00:00,37185.447916666667
2020-11-07T00:00:00-06:00,2020-11-07 06:00:00+00:00,2020-11-08T00:00:00-06:00,2020-11-08 06:00:00+00:00,36647.506944444444
2020-11-08T00:00:00-06:00,2020-11-08 06:00:00+00:00,2020-11-09T00:00:00-06:00,2020-11-09 06:00:00+00:00,37257.232638888889
2020-11-09T00:00:00-06:00,2020-11-09 06:00:00+00:00,2020-11-10T00:00:00-06:00,2020-11-10 06:00:00+00:00,41333.711805555556
2020-11-10T00:00:00-06:00,2020-11-10 06:00:00+00:00,2020-11-11T00:00:00-06:00,2020-11-11 06:00:00+00:00,40587.500000000000
2020-11-11T00:00:00-06:00,2020-11-11 06:00:00+00:00,2020-11-12T00:00:00-06:00,2020-11-12 06:00:00+00:00,39432.954861111111
2020-11-12T00:00:00-06:00,2020-11-12 06:00:00+00:00,2020-11-13T00:00:00-06:00,2020-11-13 06:00:00+00:00,39447.517361111111
2020-11-13T00:00:00-06:00,2020-11-13 06:00:00+00:00,2020-11-14T00:00:00-06:00,2020-11-14 06:00:00+00:00,39272.250000000000
2020-11-14T00:00:00-06:00,2020-11-14 06:00:00+00:00,2020-11-15T00:00:00-06:00,2020-11-15 06:00:00+00:00,40478.302083333333
2020-11-15T00:00:00-06:00,2020-11-15 06:00:00+00:00,2020-11-16T00:00:00-06:00,2020-11-16 06:00:00+00:00,35534.586805555556
2020-11-16T00:00:00-06:00,2020-11-16 06:00:00+00:00,2020-11-17T00:00:00-06:00,2020-11-17 06:00:00+00:00,37134.069444444444
2020-11-17T00:00:00-06:00,2020-11-17 06:00:00+00:00,2020-11-18T00:00:00-06:00,2020-11-18 06:00:00+00:00,37307.065972222222
2020-11-18T00:00:00-06:00,2020-11-18 06:00:00+00:00,2020-11-19T00:00:00-06:00,2020-11-19 06:00:00+00:00,37672.583333333333
2020-11-19T00:00:00-06:00,2020-11-19 06:00:00+00:00,2020-11-20T00:00:00-06:00,2020-11-20 06:00:00+00:00,38158.593750000000
2020-11-20T00:00:00-06:00,2020-11-20 06:00:00+00:00,2020-11-21T00:00:00-06:00,2020-11-21 06:00:00+00:00,38375.798611111111
2020-11-21T00:00:00-06:00,2020-11-21 06:00:00+00:00,2020-11-22T00:00:00-06:00,2020-11-22 06:00:00+00:00,36871.062500000000
2020-11-22T00:00:00-06:00,2020-11-22 06:00:00+00:00,2020-11-23T00:00:00-06:00,2020-11-23 06:00:00+00:00,36320.645833333333
2020-11-23T00:00:00-06:00,2020-11-23 06:00:00+00:00,2020-11-24T00:00:00-06:00,2020-11-24 06:00:00+00:00,37442.131944444444
2020-11-24T00:00:00-06:00,2020-11-24 06:00:00+00:00,2020-11-25T00:00:00-06:00,2020-11-25 06:00:00+00:00,39205.680555555556
2020-11-25T00:00:00-06:00,2020-11-25 06:00:00+00:00,2020-11-26T00:00:00-06:00,2020-11-26 06:00:00+00:00,37985.458333333333
2020-11-26T00:00:00-06:00,2020-11-26 06:00:00+00:00,2020-11-27T00:00:00-06:00,2020-11-27 06:00:00+00:00,36557.482638888889
2020-11-27T00:00:00-06:00,2020-11-27 06:00:00+00:00,2020-11-28T00:00:00-06:00,2020-11-28 06:00:00+00:00,36502.812500000000
2020-11-28T00:00:00-06:00,2020-11-28 06:00:00+00:00,2020-11-29T00:00:00-06:00,2020-11-29 06:00:00+00:00,35998.527777777778
2020-11-29T00:00:00-06:00,2020-11-29 06:00:00+00:00,2020-11-30T00:00:00-06:00,2020-11-30 06:00:00+00:00,37238.170138888889
2020-11-30T00:00:00-06:00,2020-11-30 06:00:00+00:00,2020-12-01T00:00:00-06:00,2020-12-01 06:00:00+00:00,43172.347222222222
2020-12-01T00:00:00-06:00,2020-12-01 06:00:00+00:00,2020-12-02T00:00:00-06:00,2020-12-02 06:00:00+00:00,44523.017361111111
2020-12-02T00:00:00-06:00,2020-12-02 06:00:00+00:00,2020-12-03T00:00:00-06:00,2020-12-03 06:00:00+00:00,41025.784722222222
2020-12-03T00:00:00-06:00,2020-12-03 06:00:00+00:00,2020-12-04T00:00:00-06:00,2020-12-04 06:00:00+00:00,43910.357638888889
2020-12-04T00:00:00-06:00,2020-12-04 06:00:00+00:00,2020-12-05T00:00:00-06:00,2020-12-05 06:00:00+00:00,43116.149305555556
2020-12-05T00:00:00-06:00,2020-12-05 06:00:00+00:00,2020-12-06T00:00:00-06:00,2020-12-06 06:00:00+00:00,41588.138888888889
2020-12-06T00:00:00-06:00,2020-12-06 06:00:00+00:00,2020-12-07T00:00:00-06:00,2020-12-07 06:00:00+00:00,38306.826388888889
2020-12-07T00:00:00-06:00,2020-12-07 06:00:00+00:00,2020-12-08T00:00:00-06:00,2020-12-08 06:00:00+00:00,40755.531250000000
2020-12-08T00:00:00-06:00,2020-12-08 06:00:00+00:00,2020-12-09T00:00:00-06:00,2020-12-09 06:00:00+00:00,39925.048611111111
2020-12-09T00:00:00-06:00,2020-12-09 06:00:00+00:00,2020-12-10T00:00:00-06:00,2020-12-10 06:00:00+00:00,39303.111111111111
2020-12-10T00:00:00-06:00,2020-12-10 06:00:00+00:00,2020-12-11T00:00:00-06:00,2020-12-11 06:00:00+00:00,38466.201388888889
2020-12-11T00:00:00-06:00,2020-12-11 06:00:00+00:00,2020-12-12T00:00:00-06:00,2020-12-12 06:00:00+00:00,37207.378472222222
2020-12-12T00:00:00-06:00,2020-12-12 06:00:00+00:00,2020-12-13T00:00:00-06:00,2020-12-13 06:00:00+00:00,37342.461805555556
2020-12-13T00:00:00-06:00,2020-12-13 06:00:00+00:00,2020-12-14T00:00:00-06:00,2020-12-14 06:00:00+00:00,40891.027777777778
2020-12-14T00:00:00-06:00,2020-12-14 06:00:00+00:00,2020-12-15T00:00:00-06:00,2020-12-15 06:00:00+00:00,45424.100694444444
2020-12-15T00:00:00-06:00,2020-12-15 06:00:00+00:00,2020-12-16T00:00:00-06:00,2020-12-16 06:00:00+00:00,45736.638888888889
2020-12-16T00:00:00-06:00,2020-12-16 06:00:00+00:00,2020-12-17T00:00:00-06:00,2020-12-17 06:00:00+00:00,46107.121527777778
2020-12-17T00:00:00-06:00,2020-12-17 06:00:00+00:00,2020-12-18T00:00:00-06:00,2020-12-18 06:00:00+00:00,45843.055555555556
2020-12-18T00:00:00-06:00,2020-12-18 06:00:00+00:00,2020-12-19T00:00:00-06:00,2020-12-19 06:00:00+00:00,42328.447916666667
2020-12-19T00:00:00-06:00,2020-12-19 06:00:00+00:00,2020-12-20T00:00:00-06:00,2020-12-20 06:00:00+00:00,36915.791666666667
2020-12-20T00:00:00-06:00,2020-12-20 06:00:00+00:00,2020-12-21T00:00:00-06:00,2020-12-21 06:00:00+00:00,38393.038194444444
2020-12-21T00:00:00-06:00,2020-12-21 06:00:00+00:00,2020-12-22T00:00:00-06:00,2020-12-22 06:00:00+00:00,39944.750000000000
2020-12-22T00:00:00-06:00,2020-12-22 06:00:00+00:00,2020-12-23T00:00:00-06:00,2020-12-23 06:00:00+00:00,39014.656250000000
2020-12-23T00:00:00-06:00,2020-12-23 06:00:00+00:00,2020-12-24T00:00:00-06:00,2020-12-24 06:00:00+00:00,38516.340277777778
2020-12-24T00:00:00-06:00,2020-12-24 06:00:00+00:00,2020-12-25T00:00:00-06:00,2020-12-25 06:00:00+00:00,42829.989583333333
2020-12-25T00:00:00-06:00,2020-12-25 06:00:00+00:00,2020-12-26T00:00:00-06:00,2020-12-26 06:00:00+00:00,39492.180555555556
2020-12-26T00:00:00-06:00,2020-12-26 06:00:00+00:00,2020-12-27T00:00:00-06:00,2020-12-27 06:00:00+00:00,38194.204861111111
2020-12-27T00:00:00-06:00,2020-12-27 06:00:00+00:00,2020-12-28T00:00:00-06:00,2020-12-28 06:00:00+00:00,35644.506944444444
2020-12-28T00:00:00-06:00,2020-12-28 06:00:00+00:00,2020-12-29T00:00:00-06:00,2020-12-29 06:00:00+00:00,37631.190972222222
2020-12-29T00:00:00-06:00,2020-12-29 06:00:00+00:00,2020-12-30T00:00:00-06:00,2020-12-30 06:00:00+00:00,36950.947916666667
2020-12-30T00:00:00-06:00,2020-12-30 06:00:00+00:00,2020-12-31T00:00:00-06:00,2020-12-31 06:00:00+00:00,39494.996527777778
