interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2020-12-31T00:00:00-06:00,2020-12-31 06:00:00+00:00,2021-01-01T00:00:00-06:00,2021-01-01 06:00:00+00:00,45274.184027777778
2021-01-01T00:00:00-06:00,2021-01-01 06:00:00+00:00,2021-01-02T00:00:00-06:00,2021-01-02 06:00:00+00:00,44317.503472222222
2021-01-02T00:00:00-06:00,2021-01-02 06:00:00+00:00,2021-01-03T00:00:00-06:00,2021-01-03 06:00:00+00:00,41443.517361111111
2021-01-03T00:00:00-06:00,2021-01-03 06:00:00+00:00,2021-01-04T00:00:00-06:00,2021-01-04 06:00:00+00:00,39515.711805555556
2021-01-04T00:00:00-06:00,2021-01-04 06:00:00+00:00,2021-01-05T00:00:00-06:00,2021-01-05 06:00:00+00:00,39574.222222222222
2021-01-05T00:00:00-06:00,2021-01-05 06:00:00+00:00,2021-01-06T00:00:00-06:00,2021-01-06 06:00:00+00:00,39298.222222222222
2021-01-06T00:00:00-06:00,2021-01-06 06:00:00+00:00,2021-01-07T00:00:00-06:00,2021-01-07 06:00:00+00:00,38786.489583333333
2021-01-07T00:00:00-06:00,2021-01-07 06:00:00+00:00,2021-01-08T00:00:00-06:00,2021-01-08 06:00:00+00:00,41667.100694444444
2021-01-08T00:00:00-06:00,2021-01-08 06:00:00+00:00,2021-01-09T00:00:00-06:00,2021-01-09 06:00:00+00:00,43759.482638888889
2021-01-09T00:00:00-06:00,2021-01-09 06:00:00+00:00,2021-01-10T00:00:00-06:00,2021-01-10 06:00:00+00:00,44349.750000000000
2021-01-10T00:00:00-06:00,2021-01-10 06:00:00+00:00,2021-01-11T00:00:00-06:00,2021-01-11 06:00:00+00:00,48007.017361111111
2021-01-11T00:00:00-06:00,2021-01-11 06:00:00+00:00,2021-01-12T00:00:00-06:00,2021-01-12 06:00:00+00:00,50223.111111111111
2021-01-12T00:00:00-06:00,2021-01-12 06:00:00+00:00,2021-01-13T00:00:00-06:00,2021-01-13 06:00:00+00:00,49065.565972222222
2021-01-13T00:00:00-06:00,2021-01-13 06:00:00+00:00,2021-01-14T00:00:00-06:00,2021-01-14 06:00:00+00:00,45352.152777777778
2021-01-14T00:00:00-06:00,2021-01-14 06:00:00+00:00,2021-01-15T00:00:00-06:00,2021-01-15 06:00:00+00:00,42271.600694444444
2021-01-15T00:00:00-06:00,2021-01-15 06:00:00+00:00,2021-01-16T00:00:00-06:00,2021-01-16 06:00:00+00:00,44079.736111111111
2021-01-16T00:00:00-06:00,2021-01-16 06:00:00+00:00,2021-01-17T00:00:00-06:00,2021-01-17 06:00:00+00:00,42123.059027777778
2021-01-17T00:00:00-06:00,2021-01-17 06:00:00+00:00,2021-01-18T00:00:00-06:00,2021-01-18 06:00:00+00:00,39456.486111111111
2021-01-18T00:00:00-06:00,2021-01-18 06:00:00+00:00,2021-01-19T00:00:00-06:00,2021-01-19 06:00:00+00:00,40518.423611111111
2021-01-19T00:00:00-06:00,2021-01-19 06:00:00+00:00,2021-01-20T00:00:00-06:00,2021-01-20 06:00:00+00:00,38911.343750000000
2021-01-20T00:00:00-06:00,2021-01-20 06:00:00+00:00,2021-01-21T00:00:00-06:00,2021-01-21 06:00:00+00:00,40951.774305555556
2021-01-21T00:00:00-06:00,2021-01-21 06:00:00+00:00,2021-01-22T00:00:00-06:00,2021-01-22 06:00:00+00:00,39304.604166666667
2021-01-22T00:00:00-06:00,2021-01-22 06:00:00+00:00,2021-01-23T00:00:00-06:00,2021-01-23 06:00:00+00:00,38473.857638888889
2021-01-23T00:00:00-06:00,2021-01-23 06:00:00+00:00,2021-01-24T00:00:00-06:00,2021-01-24 06:00:00+00:00,37331.788194444444
2021-01-24T00:00:00-06:00,2021-01-24 06:00:00+00:00,2021-01-25T00:00:00-06:00,2021-01-25 06:00:00+00:00,36696.586805555556
2021-01-25T00:00:00-06:00,2021-01-25 06:00:00+00:00,2021-01-26T00:00:00-06:00,2021-01-26 06:00:00+00:00,38016.579861111111
2021-01-26T00:00:00-06:00,2021-01-26 06:00:00+00:00,2021-01-27T00:00:00-06:00,2021-01-27 06:00:00+00:00,39137.097222222222
2021-01-27T00:00:00-06:00,2021-01-27 06:00:00+00:00,2021-01-28T00:00:00-06:00,2021-01-28 06:00:00+00:00,40350.180555555556
2021-01-28T00:00:00-06:00,2021-01-28 06:00:00+00:00,2021-01-29T00:00:00-06:00,2021-01-29 06:00:00+00:00,43836.739583333333
2021-01-29T00:00:00-06:00,2021-01-29 06:00:00+00:00,2021-01-30T00:00:00-06:00,2021-01-30 06:00:00+00:00,41214.944444444444
2021-01-30T00:00:00-06:00,2021-01-30 06:00:00+00:00,2021-01-31T00:00:00-06:00,2021-01-31 06:00:00+00:00,36485.440972222222
2021-01-31T00:00:00-06:00,2021-01-31 06:00:00+00:00,2021-02-01T00:00:00-06:00,2021-02-01 06:00:00+00:00,37002.704861111111
2021-02-01T00:00:00-06:00,2021-02-01 06:00:00+00:00,2021-02-02T00:00:00-06:00,2021-02-02 06:00:00+00:00,40878.138888888889
2021-02-02T00:00:00-06:00,2021-02-02 06:00:00+00:00,2021-02-03T00:00:00-06:00,2021-02-03 06:00:00+00:00,40312.753472222222
2021-02-03T00:00:00-06:00,2021-02-03 06:00:00+00:00,2021-02-04T00:00:00-06:00,2021-02-04 06:00:00+00:00,38875.277777777778
2021-02-04T00:00:00-06:00,2021-02-04 06:00:00+00:00,2021-02-05T00:00:00-06:00,2021-02-05 06:00:00+00:00,37479.388888888889
2021-02-05T00:00:00-06:00,2021-02-05 06:00:00+00:00,2021-02-06T00:00:00-06:00,2021-02-06 06:00:00+00:00,39722.246527777778
2021-02-06T00:00:00-06:00,2021-02-06 06:00:00+00:00,2021-02-07T00:00:00-06:00,2021-02-07 06:00:00+00:00,38482.909722222222
2021-02-07T00:00:00-06:00,2021-02-07 06:00:00+00:00,2021-02-08T00:00:00-06:00,2021-02-08 06:00:00+00:00,38861.559027777778
2021-02-08T00:00:00-06:00,2021-02-08 06:00:00+00:00,2021-02-09T00:00:00-06:00,2021-02-09 06:00:00+00:00,38992.725694444444
2021-02-09T00:00:00-06:00,2021-02-09 06:00:00+00:00,2021-02-10T00:00:00-06:00,2021-02-10 06:00:00+00:00,43543.190972222222
2021-02-10T00:00:00-06:00,2021-02-10 06:00:00+00:00,2021-02-11T00:00:00-06:00,2021-02-11 06:00:00+00:00,48511.295138888889
2021-02-11T00:00:00-06:00,2021-02-11 06:00:00+00:00,2021-02-12T00:00:00-06:00,2021-02-12 06:00:00+00:00,55800.701388888889
2021-02-12T00:00:00-06:00,2021-02-12 06:00:00+00:00,2021-02-13T00:00:00-06:00,2021-02-13 06:00:00+00:00,59781.083333333333
2021-02-13T00:00:00-06:00,2021-02-13 06:00:00+00:00,2021-02-14T00:00:00-06:00,2021-02-14 06:00:00+00:00,58643.961805555556
2021-02-14T00:00:00-06:00,2021-02-14 06:00:00+00:00,2021-02-15T00:00:00-06:00,2021-02-15 06:00:00+00:00,62616.864583333333
2021-02-15T00:00:00-06:00,2021-02-15 06:00:00+00:00,2021-02-16T00:00:00-06:00,2021-02-16 06:00:00+00:00,48857.107638888889
2021-02-16T00:00:00-06:00,2021-02-16 06:00:00+00:00,2021-02-17T00:00:00-06:00,2021-02-17 06:00:00+00:00,44983.583333333333
2021-02-17T00:00:00-06:00,2021-02-17 06:00:00+00:00,2021-02-18T00:00:00-06:00,2021-02-18 06:00:00+00:00,45476.847222222222
2021-02-18T00:00:00-06:00,2021-02-18 06:00:00+00:00,2021-02-19T00:00:00-06:00,2021-02-19 06:00:00+00:00,51909.357638888889
2021-02-19T00:00:00-06:00,2021-02-19 06:00:00+00:00,2021-02-20T00:00:00-06:00,2021-02-20 06:00:00+00:00,48882.194444444444
2021-02-20T00:00:00-06:00,2021-02-20 06:00:00+00:00,2021-02-21T00:00:00-06:00,2021-02-21 06:00:00+00:00,42274.000000000000
2021-02-21T00:00:00-06:00,2021-02-21 06:00:00+00:00,2021-02-22T00:00:00-06:00,2021-02-22 06:00:00+00:00,34221.656250000000
2021-02-22T00:00:00-06:00,2021-02-22 06:00:00+00:00,2021-02-23T00:00:00-06:00,2021-02-23 06:00:00+00:00,34803.982638888889
2021-02-23T00:00:00-06:00,2021-02-23 06:00:00+00:00,2021-02-24T00:00:00-06:00,2021-02-24 06:00:00+00:00,34867.826388888889
2021-02-24T00:00:00-06:00,2021-02-24 06:00:00+00:00,2021-02-25T00:00:00-06:00,2021-02-25 06:00:00+00:00,34231.156250000000
2021-02-25T00:00:00-06:00,2021-02-25 06:00:00+00:00,2021-02-26T00:00:00-06:00,2021-02-26 06:00:00+00:00,36809.902777777778
2021-02-26T00:00:00-06:00,2021-02-26 06:00:00+00:00,2021-02-27T00:00:00-06:00,2021-02-27 06:00:00+00:00,37353.409722222222
2021-02-27T00:00:00-06:00,2021-02-27 06:00:00+00:00,2021-02-28T00:00:00-06:00,2021-02-28 06:00:00+00:00,35382.555555555556
2021-02-28T00:00:00-06:00,2021-02-28 06:00:00+00:00,2021-03-01T00:00:00-06:00,2021-03-01 06:00:00+00:00,34996.454861111111
2021-03-01T00:00:00-06:00,2021-03-01 06:00:00+00:00,2021-03-02T00:00:00-06:00,2021-03-02 06:00:00+00:00,37842.899305555556
2021-03-02T00:00:00-06:00,2021-03-02 06:00:00+00:00,2021-03-03T00:00:00-06:00,2021-03-03 06:00:00+00:00,37552.562500000000
2021-03-03T00:00:00-06:00,2021-03-03 06:00:00+00:00,2021-03-04T00:00:00-06:00,2021-03-04 06:00:00+00:00,37483.989583333333
2021-03-04T00:00:00-06:00,2021-03-04 06:00:00+00:00,2021-03-05T00:00:00-06:00,2021-03-05 06:00:00+00:00,36112.163194444444
2021-03-05T00:00:00-06:00,2021-03-05 06:00:00+00:00,2021-03-06T00:00:00-06:00,2021-03-06 06:00:00+00:00,35430.048611111111
2021-03-06T00:00:00-06:00,2021-03-06 06:00:00+00:00,2021-03-07T00:00:00-06:00,2021-03-07 06:00:00+00:00,33848.388888888889
2021-03-07T00:00:00-06:00,2021-03-07 06:00:00+00:00,2021-03-08T00:00:00-06:00,2021-03-08 06:00:00+00:00,34557.961805555556
2021-03-08T00:00:00-06:00,2021-03-08 06:00:00+00:00,2021-03-09T00:00:00-06:00,2021-03-09 06:00:00+00:00,36523.562500000000
2021-03-09T00:00:00-06:00,2021-03-09 06:00:00+00:00,2021-03-10T00:00:00-06:00,2021-03-10 06:00:00+00:00,35930.434027777778
2021-03-10T00:00:00-06:00,2021-03-10 06:00:00+00:00,2021-03-11T00:00:00-06:00,2021-03-11 06:00:00+00:00,36735.843750000000
2021-03-11T00:00:00-06:00,2021-03-11 06:00:00+00:00,2021-03-12T00:00:00-06:00,2021-03-12 06:00:00+00:00,37487.982638888889
2021-03-12T00:00:00-06:00,2021-03-12 06:00:00+00:00,2021-03-13T00:00:00-06:00,2021-03-13 06:00:00+00:00,38442.534722222222
2021-03-13T00:00:00-06:00,2021-03-13 06:00:00+00:00,2021-03-14T00:00:00-06:00,2021-03-14 06:00:00+00:00,36504.579861111111
2021-03-14T00:00:00-06:00,2021-03-14 06:00:00+00:00,2021-03-15T00:00:00-05:00,2021-03-15 05:00:00+00:00,34194.717391304348
2021-03-15T00:00:00-05:00,2021-03-15 05:00:00+00:00,2021-03-16T00:00:00-05:00,2021-03-16 05:00:00+00:00,36409.635416666667
2021-03-16T00:00:00-05:00,2021-03-16 05:00:00+00:00,2021-03-17T00:00:00-05:00,2021-03-17 05:00:00+00:00,38116.861111111111
2021-03-17T00:00:00-05:00,2021-03-17 05:00:00+00:00,2021-03-18T00:00:00-05:00,2021-03-18 05:00:00+00:00,37250.381944444444
2021-03-18T00:00:00-05:00,2021-03-18 05:00:00+00:00,2021-03-19T00:00:00-05:00,2021-03-19 05:00:00+00:00,36570.663194444444
2021-03-19T00:00:00-05:00,2021-03-19 05:00:00+00:00,2021-03-20T00:00:00-05:00,2021-03-20 05:00:00+00:00,36438.482638888889
2021-03-20T00:00:00-05:00,2021-03-20 05:00:00+00:00,2021-03-21T00:00:00-05:00,2021-03-21 05:00:00+00:00,35094.840277777778
2021-03-21T00:00:00-05:00,2021-03-21 05:00:00+00:00,2021-03-22T00:00:00-05:00,2021-03-22 05:00:00+00:00,34906.708333333333
2021-03-22T00:00:00-05:00,2021-03-22 05:00:00+00:00,2021-03-23T00:00:00-05:00,2021-03-23 05:00:00+00:00,36883.520833333333
2021-03-23T00:00:00-05:00,2021-03-23 05:00:00+00:00,2021-03-24T00:00:00-05:00,2021-03-24 05:00:00+00:00,37619.562500000000
2021-03-24T00:00:00-05:00,2021-03-24 05:00:00+00:00,2021-03-25T00:00:00-05:00,2021-03-25 05:00:00+00:00,37107.184027777778
2021-03-25T00:00:00-05:00,2021-03-25 05:00:00+00:00,2021-03-26T00:00:00-05:00,2021-03-26 05:00:00+00:00,36843.697916666667
2021-03-26T00:00:00-05:00,2021-03-26 05:00:00+00:00,2021-03-27T00:00:00-05:00,2021-03-27 05:00:00+00:00,37770.614583333333
2021-03-27T00:00:00-05:00,2021-03-27 05:00:00+00:00,2021-03-28T00:00:00-05:00,2021-03-28 05:00:00+00:00,38578.072916666667
2021-03-28T00:00:00-05:00,2021-03-28 05:00:00+00:00,2021-03-29T00:00:00-05:00,2021-03-29 05:00:00+00:00,34453.177083333333
2021-03-29T00:00:00-05:00,2021-03-29 05:00:00+00:00,2021-03-30T00:00:00-05:00,2021-03-30 05:00:00+00:00,36746.538194444444
2021-03-30T00:00:00-05:00,2021-03-30 05:00:00+00:00,2021-03-31T00:00:00-05:00,2021-03-31 05:00:00+00:00,38723.409722222222
2021-03-31T00:00:00-05:00,2021-03-31 05:00:00+00:00,2021-04-01T00:00:00-05:00,2021-04-01 05:00:00+00:00,37600.368055555556
2021-04-01T00:00:00-05:00,2021-04-01 05:00:00+00:00,2021-04-02T00:00:00-05:00,2021-04-02 05:00:00+00:00,36120.454861111111
2021-04-02T00:00:00-05:00,2021-04-02 05:00:00+00:00,2021-04-03T00:00:00-05:00,2021-04-03 05:00:00+00:00,35544.437500000000
2021-04-03T00:00:00-05:00,2021-04-03 05:00:00+00:00,2021-04-04T00:00:00-05:00,2021-04-04 05:00:00+00:00,34139.559027777778
2021-04-04T00:00:00-05:00,2021-04-04 05:00:00+00:00,2021-04-05T00:00:00-05:00,2021-04-05 05:00:00+00:00,33825.663194444444
2021-04-05T00:00:00-05:00,2021-04-05 05:00:00+00:00,2021-04-06T00:00:00-05:00,2021-04-06 05:00:00+00:00,37998.031250000000
2021-04-06T00:00:00-05:00,2021-04-06 05:00:00+00:00,2021-04-07T00:00:00-05:00,2021-04-07 05:00:00+00:00,40909.930555555556
2021-04-07T00:00:00-05:00,2021-04-07 05:00:00+00:00,2021-04-08T00:00:00-05:00,2021-04-08 05:00:00+00:00,40994.861111111111
2021-04-08T00:00:00-05:00,2021-04-08 05:00:00+00:00,2021-04-09T00:00:00-05:00,2021-04-09 05:00:00+00:00,41142.951388888889
2021-04-09T00:00:00-05:00,2021-04-09 05:00:00+00:00,2021-04-10T00:00:00-05:00,2021-04-10 05:00:00+00:00,43648.621527777778
2021-04-10T00:00:00-05:00,2021-04-10 05:00:00+00:00,2021-04-11T00:00:00-05:00,2021-04-11 05:00:00+00:00,37896.034722222222
2021-04-11T00:00:00-05:00,2021-04-11 05:00:00+00:00,2021-04-12T00:00:00-05:00,2021-04-12 05:00:00+00:00,38103.760416666667
2021-04-12T00:00:00-05:00,2021-04-12 05:00:00+00:00,2021-04-13T00:00:00-05:00,2021-04-13 05:00:00+00:00,42371.298611111111
2021-04-13T00:00:00-05:00,2021-04-13 05:00:00+00:00,2021-04-14T00:00:00-05:00,2021-04-14 05:00:00+00:00,42149.187500000000
2021-04-14T00:00:00-05:00,2021-04-14 05:00:00+00:00,2021-04-15T00:00:00-05:00,2021-04-15 05:00:00+00:00,41179.215277777778
2021-04-15T00:00:00-05:00,2021-04-15 05:00:00+00:00,2021-04-16T00:00:00-05:00,2021-04-16 05:00:00+00:00,38421.430555555556
2021-04-16T00:00:00-05:00,2021-04-16 05:00:00+00:00,2021-04-17T00:00:00-05:00,2021-04-17 05:00:00+00:00,38455.347222222222
2021-04-17T00:00:00-05:00,2021-04-17 05:00:00+00:00,2021-04-18T00:00:00-05:00,2021-04-18 05:00:00+00:00,35361.628472222222
2021-04-18T00:00:00-05:00,2021-04-18 05:00:00+00:00,2021-04-19T00:00:00-05:00,2021-04-19 05:00:00+00:00,34346.145833333333
2021-04-19T00:00:00-05:00,2021-04-19 05:00:00+00:00,2021-04-20T00:00:00-05:00,2021-04-20 05:00:00+00:00,36628.260416666667
2021-04-20T00:00:00-05:00,2021-04-20 05:00:00+00:00,2021-04-21T00:00:00-05:00,2021-04-21 05:00:00+00:00,37808.267361111111
2021-04-21T00:00:00-05:00,2021-04-21 05:00:00+00:00,2021-04-22T00:00:00-05:00,2021-04-22 05:00:00+00:00,37510.107638888889
2021-04-22T00:00:00-05:00,2021-04-22 05:00:00+00:00,2021-04-23T00:00:00-05:00,2021-04-23 05:00:00+00:00,37199.527777777778
2021-04-23T00:00:00-05:00,2021-04-23 05:00:00+00:00,2021-04-24T00:00:00-05:00,2021-04-24 05:00:00+00:00,38797.107638888889
2021-04-24T00:00:00-05:00,2021-04-24 05:00:00+00:00,2021-04-25T00:00:00-05:00,2021-04-25 05:00:00+00:00,38655.583333333333
2021-04-25T00:00:00-05:00,2021-04-25 05:00:00+00:00,2021-04-26T00:00:00-05:00,2021-04-26 05:00:00+00:00,38924.996527777778
2021-04-26T00:00:00-05:00,2021-04-26 05:00:00+00:00,2021-04-27T00:00:00-05:00,2021-04-27 05:00:00+00:00,42331.583333333333
2021-04-27T00:00:00-05:00,2021-04-27 05:00:00+00:00,2021-04-28T00:00:00-05:00,2021-04-28 05:00:00+00:00,42786.822916666667
2021-04-28T00:00:00-05:00,2021-04-28 05:00:00+00:00,2021-04-29T00:00:00-05:00,2021-04-29 05:00:00+00:00,45153.652777777778
2021-04-29T00:00:00-05:00,2021-04-29 05:00:00+00:00,2021-04-30T00:00:00-05:00,2021-04-30 05:00:00+00:00,42490.472222222222
2021-04-30T00:00:00-05:00,2021-04-30 05:00:00+00:00,2021-05-01T00:00:00-05:00,2021-05-01 05:00:00+00:00,38850.052083333333
2021-05-01T00:00:00-05:00,2021-05-01 05:00:00+00:00,2021-05-02T00:00:00-05:00,2021-05-02 05:00:00+00:00,36985.128472222222
2021-05-02T00:00:00-05:00,2021-05-02 05:00:00+00:00,2021-05-03T00:00:00-05:00,2021-05-03 05:00:00+00:00,41138.743055555556
2021-05-03T00:00:00-05:00,2021-05-03 05:00:00+00:00,2021-05-04T00:00:00-05:00,2021-05-04 05:00:00+00:00,48187.329861111111
2021-05-04T00:00:00-05:00,2021-05-04 05:00:00+00:00,2021-05-05T00:00:00-05:00,2021-05-05 05:00:00+00:00,43463.593750000000
2021-05-05T00:00:00-05:00,2021-05-05 05:00:00+00:00,2021-05-06T00:00:00-05:00,2021-05-06 05:00:00+00:00,40279.006944444444
2021-05-06T00:00:00-05:00,2021-05-06 05:00:00+00:00,2021-05-07T00:00:00-05:00,2021-05-07 05:00:00+00:00,41829.468750000000
2021-05-07T00:00:00-05:00,2021-05-07 05:00:00+00:00,2021-05-08T00:00:00-05:00,2021-05-08 05:00:00+00:00,43195.628472222222
2021-05-08T00:00:00-05:00,2021-05-08 05:00:00+00:00,2021-05-09T00:00:00-05:00,2021-05-09 05:00:00+00:00,44413.479166666667
2021-05-09T00:00:00-05:00,2021-05-09 05:00:00+00:00,2021-05-10T00:00:00-05:00,2021-05-10 05:00:00+00:00,45815.458333333333
2021-05-10T00:00:00-05:00,2021-05-10 05:00:00+00:00,2021-05-11T00:00:00-05:00,2021-05-11 05:00:00+00:00,44672.475694444444
2021-05-11T00:00:00-05:00,2021-05-11 05:00:00+00:00,2021-05-12T00:00:00-05:00,2021-05-12 05:00:00+00:00,42806.951388888889
2021-05-12T00:00:00-05:00,2021-05-12 05:00:00+00:00,2021-05-13T00:00:00-05:00,2021-05-13 05:00:00+00:00,37888.760416666667
2021-05-13T00:00:00-05:00,2021-05-13 05:00:00+00:00,2021-05-14T00:00:00-05:00,2021-05-14 05:00:00+00:00,38690.562500000000
2021-05-14T00:00:00-05:00,2021-05-14 05:00:00+00:00,2021-05-15T00:00:00-05:00,2021-05-15 05:00:00+00:00,40995.833333333333
2021-05-15T00:00:00-05:00,2021-05-15 05:00:00+00:00,2021-05-16T00:00:00-05:00,2021-05-16 05:00:00+00:00,40246.989583333333
2021-05-16T00:00:00-05:00,2021-05-16 05:00:00+00:00,2021-05-17T00:00:00-05:00,2021-05-17 05:00:00+00:00,39515.371527777778
2021-05-17T00:00:00-05:00,2021-05-17 05:00:00+00:00,2021-05-18T00:00:00-05:00,2021-05-18 05:00:00+00:00,43496.614583333333
2021-05-18T00:00:00-05:00,2021-05-18 05:00:00+00:00,2021-05-19T00:00:00-05:00,2021-05-19 05:00:00+00:00,41062.954861111111
2021-05-19T00:00:00-05:00,2021-05-19 05:00:00+00:00,2021-05-20T00:00:00-05:00,2021-05-20 05:00:00+00:00,39477.079861111111
2021-05-20T00:00:00-05:00,2021-05-20 05:00:00+00:00,2021-05-21T00:00:00-05:00,2021-05-21 05:00:00+00:00,41927.072916666667
2021-05-21T00:00:00-05:00,2021-05-21 05:00:00+00:00,2021-05-22T00:00:00-05:00,2021-05-22 05:00:00+00:00,44660.246527777778
2021-05-22T00:00:00-05:00,2021-05-22 05:00:00+00:00,2021-05-23T00:00:00-05:00,2021-05-23 05:00:00+00:00,41928.902777777778
2021-05-23T00:00:00-05:00,2021-05-23 05:00:00+00:00,2021-05-24T00:00:00-05:00,2021-05-24 05:00:00+00:00,40232.934027777778
2021-05-24T00:00:00-05:00,2021-05-24 05:00:00+00:00,2021-05-25T00:00:00-05:00,2021-05-25 05:00:00+00:00,43041.465277777778
2021-05-25T00:00:00-05:00,2021-05-25 05:00:00+00:00,2021-05-26T00:00:00-05:00,2021-05-26 05:00:00+00:00,45263.072916666667
2021-05-26T00:00:00-05:00,2021-05-26 05:00:00+00:00,2021-05-27T00:00:00-05:00,2021-05-27 05:00:00+00:00,49713.934027777778
2021-05-27T00:00:00-05:00,2021-05-27 05:00:00+00:00,2021-05-28T00:00:00-05:00,2021-05-28 05:00:00+00:00,50532.871527777778
2021-05-28T00:00:00-05:00,2021-05-28 05:00:00+00:00,2021-05-29T00:00:00-05:00,2021-05-29 05:00:00+00:00,46263.659722222222
2021-05-29T00:00:00-05:00,2021-05-29 05:00:00+00:00,2021-05-30T00:00:00-05:00,2021-05-30 05:00:00+00:00,42898.010416666667
2021-05-30T00:00:00-05:00,2021-05-30 05:00:00+00:00,2021-05-31T00:00:00-05:00,2021-05-31 05:00:00+00:00,41875.989583333333
2021-05-31T00:00:00-05:00,2021-05-31 05:00:00+00:00,2021-06-01T00:00:00-05:00,2021-06-01 05:00:00+00:00,42413.086805555556
2021-06-01T00:00:00-05:00,2021-06-01 05:00:00+00:00,2021-06-02T00:00:00-05:00,2021-06-02 05:00:00+00:00,42967.260416666667
2021-06-02T00:00:00-05:00,2021-06-02 05:00:00+00:00,2021-06-03T00:00:00-05:00,2021-06-03 05:00:00+00:00,44789.746527777778
2021-06-03T00:00:00-05:00,2021-06-03 05:00:00+00:00,2021-06-04T00:00:00-05:00,2021-06-04 05:00:00+00:00,42595.885416666667
2021-06-04T00:00:00-05:00,2021-06-04 05:00:00+00:00,2021-06-05T00:00:00-05:00,2021-06-05 05:00:00+00:00,42617.368055555556
2021-06-05T00:00:00-05:00,2021-06-05 05:00:00+00:00,2021-06-06T00:00:00-05:00,2021-06-06 05:00:00+00:00,43728.059027777778
2021-06-06T00:00:00-05:00,2021-06-06 05:00:00+00:00,2021-06-07T00:00:00-05:00,2021-06-07 05:00:00+00:00,46405.104166666667
2021-06-07T00:00:00-05:00,2021-06-07 05:00:00+00:00,2021-06-08T00:00:00-05:00,2021-06-08 05:00:00+00:00,49833.003472222222
2021-06-08T00:00:00-05:00,2021-06-08 05:00:00+00:00,2021-06-09T00:00:00-05:00,2021-06-09 05:00:00+00:00,52556.052083333333
2021-06-09T00:00:00-05:00,2021-06-09 05:00:00+00:00,2021-06-10T00:00:00-05:00,2021-06-10 05:00:00+00:00,54421.034722222222
2021-06-10T00:00:00-05:00,2021-06-10 05:00:00+00:00,2021-06-11T00:00:00-05:00,2021-06-11 05:00:00+00:00,54959.479166666667
2021-06-11T00:00:00-05:00,2021-06-11 05:00:00+00:00,2021-06-12T00:00:00-05:00,2021-06-12 05:00:00+00:00,55273.461805555556
2021-06-12T00:00:00-05:00,2021-06-12 05:00:00+00:00,2021-06-13T00:00:00-05:00,2021-06-13 05:00:00+00:00,53003.204861111111
2021-06-13T00:00:00-05:00,2021-06-13 05:00:00+00:00,2021-06-14T00:00:00-05:00,2021-06-14 05:00:00+00:00,54721.826388888889
2021-06-14T00:00:00-05:00,2021-06-14 05:00:00+00:00,2021-06-15T00:00:00-05:00,2021-06-15 05:00:00+00:00,56902.694444444444
2021-06-15T00:00:00-05:00,2021-06-15 05:00:00+00:00,2021-06-16T00:00:00-05:00,2021-06-16 05:00:00+00:00,55333.822916666667
2021-06-16T00:00:00-05:00,2021-06-16 05:00:00+00:00,2021-06-17T00:00:00-05:00,2021-06-17 05:00:00+00:00,54880.388888888889
2021-06-17T00:00:00-05:00,2021-06-17 05:00:00+00:00,2021-06-18T00:00:00-05:00,2021-06-18 05:00:00+00:00,55971.326388888889
2021-06-18T00:00:00-05:00,2021-06-18 05:00:00+00:00,2021-06-19T00:00:00-05:00,2021-06-19 05:00:00+00:00,54933.854166666667
2021-06-19T00:00:00-05:00,2021-06-19 05:00:00+00:00,2021-06-20T00:00:00-05:00,2021-06-20 05:00:00+00:00,53072.375000000000
2021-06-20T00:00:00-05:00,2021-06-20 05:00:00+00:00,2021-06-21T00:00:00-05:00,2021-06-21 05:00:00+00:00,53883.513888888889
2021-06-21T00:00:00-05:00,2021-06-21 05:00:00+00:00,2021-06-22T00:00:00-05:00,2021-06-22 05:00:00+00:00,55459.031250000000
2021-06-22T00:00:00-05:00,2021-06-22 05:00:00+00:00,2021-06-23T00:00:00-05:00,2021-06-23 05:00:00+00:00,51306.368055555556
2021-06-23T00:00:00-05:00,2021-06-23 05:00:00+00:00,2021-06-24T00:00:00-05:00,2021-06-24 05:00:00+00:00,55907.565972222222
2021-06-24T00:00:00-05:00,2021-06-24 05:00:00+00:00,2021-06-25T00:00:00-05:00,2021-06-25 05:00:00+00:00,58067.517361111111
2021-06-25T00:00:00-05:00,2021-06-25 05:00:00+00:00,2021-06-26T00:00:00-05:00,2021-06-26 05:00:00+00:00,57934.631944444444
2021-06-26T00:00:00-05:00,2021-06-26 05:00:00+00:00,2021-06-27T00:00:00-05:00,2021-06-27 05:00:00+00:00,54885.690972222222
2021-06-27T00:00:00-05:00,2021-06-27 05:00:00+00:00,2021-06-28T00:00:00-05:00,2021-06-28 05:00:00+00:00,50746.555555555556
2021-06-28T00:00:00-05:00,2021-06-28 05:00:00+00:00,2021-06-29T00:00:00-05:00,2021-06-29 05:00:00+00:00,48048.253472222222
2021-06-29T00:00:00-05:00,2021-06-29 05:00:00+00:00,2021-06-30T00:00:00-05:00,2021-06-30 05:00:00+00:00,48831.958333333333
2021-06-30T00:00:00-05:00,2021-06-30 05:00:00+00:00,2021-07-01T00:00:00-05:00,2021-07-01 05:00:00+00:00,51793.906250000000
2021-07-01T00:00:00-05:00,2021-07-01 05:00:00+00:00,2021-07-02T00:00:00-05:00,2021-07-02 05:00:00+00:00,54456.864583333333
