interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,coast,east,far_west,north,north_central,south_central,southern,west
2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,62.9375,57.7916666666667,50.4166666666667,47.1666666666667,52.5208333333333,60.3541666666667,65.0666666666666,51.825
2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,62.0916666666667,56.375,50.2916666666667,45.3333333333333,53.4375,58.6666666666667,65.9083333333333,50.6916666666667
2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,63.525,53.7708333333333,50.4583333333333,42.7916666666667,49.375,59.0416666666667,66.4,48.7083333333333
2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,63.525,53.7708333333333,50.4583333333333,42.7916666666667,49.375,59.0416666666667,66.4,48.7083333333333
2017-01-03T00:00:00-06:00,2017-01-03 06:00:00+00:00,2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,63.525,53.7708333333333,50.4583333333333,42.7916666666667,49.375,59.0416666666667,66.4,48.7083333333333
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-01T05:00:00-06:00,2017-01-01 11:00:00+00:00,57.575,48,44.4583333333333,35.125,40.90625,52.3541666666667,65.0666666666667,41.3416666666667
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,54.7958333333333,47.0625,43.9583333333333,36.2916666666667,41.2916666666667,50.8958333333333,60.825,40.85
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,53.3083333333333,45.875,44.9166666666667,35.6875,40.5520833333333,49.375,60.1,41.5583333333333
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,50.3875,42.0625,43.4375,33.4583333333333,37.4375,45.1041666666667,58.9166666666667,38.2
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,49.2583333333333,40.6666666666667,42.2916666666667,31.9375,35.3125,44.4166666666667,58.5083333333333,37.6916666666667
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,49.2583333333333,40.6666666666667,42.2916666666667,31.9375,35.3125,44.4166666666667,58.5083333333333,37.6916666666667
2017-01-04T00:00:00-06:00,2017-01-04 06:00:00+00:00,2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,49.2583333333333,40.6666666666667,42.2916666666667,31.9375,35.3125,44.4166666666667,58.5083333333333,37.6916666666667
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-01T05:00:00-06:00,2017-01-01 11:00:00+00:00,52.3666666666667,43.1458333333333,39.9166666666667,33.3541666666667,37.53125,47.4791666666667,60.6416666666667,37.8333333333333
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,55.7083333333333,46.1458333333333,43.0208333333333,34.1666666666667,40.4479166666667,50.5833333333333,61.1166666666667,41.8583333333333
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,56.4666666666667,45.7083333333333,43.7291666666667,32.4791666666667,37.4270833333333,51.4583333333333,63.9833333333333,39.9416666666667
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,57.4625,46.7291666666667,45.375,32.2916666666667,38.125,52.6666666666667,63.9833333333333,41.075
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,55.4541666666667,45.0416666666667,42.9583333333333,30.9166666666667,35,52.6041666666667,64.0083333333333,39.3583333333333
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,54.1,42.6666666666667,37,29.875,34.4270833333333,52.0208333333333,64.1,37.45
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,54.1,42.6666666666667,37,29.875,34.4270833333333,52.0208333333333,64.1,37.45
2017-01-05T00:00:00-06:00,2017-01-05 06:00:00+00:00,2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-08T05:00:00-06:00,2017-01-08 11:00:00+00:00,54.1,42.6666666666667,37,29.875,34.4270833333333,52.0208333333333,64.1,37.45
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-01T05:00:00-06:00,2017-01-01 11:00:00+00:00,50.3,40.8541666666667,40.4791666666667,33.0208333333333,37.4583333333333,46.2291666666667,58.275,38.9333333333333
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,50.9458333333333,40.9375,37.1041666666667,30.2916666666667,34.8645833333333,45.625,56.975,35.4166666666667
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,48.5458333333333,37.8333333333333,35.2708333333333,28.9166666666667,33.5208333333333,43.1875,56.0583333333333,33.6333333333333
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,46.1041666666667,36.6458333333333,25.8333333333333,25.8125,29.3229166666667,38.5833333333333,50.15,26.5
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,43.7291666666667,34.7083333333333,25.0416666666667,24.0625,27.8645833333333,36.25,47.8666666666667,25.3083333333333
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,39.675,31.0208333333333,21.3333333333333,21.25,25.3020833333333,32.5,45.4666666666667,22.7833333333333
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,37.7333333333333,29.3541666666667,20.7083333333333,19.1458333333333,23.9583333333333,31.3125,43.225,22.375
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T05:00:00-06:00,2017-01-08 11:00:00+00:00,37.7333333333333,29.3541666666667,20.7083333333333,19.1458333333333,23.9583333333333,31.3125,43.225,22.375
2017-01-06T00:00:00-06:00,2017-01-06 06:00:00+00:00,2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-09T05:00:00-06:00,2017-01-09 11:00:00+00:00,37.7333333333333,29.3541666666667,20.7083333333333,19.1458333333333,23.9583333333333,31.3125,43.225,22.375
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-01T05:00:00-06:00,2017-01-01 11:00:00+00:00,56.0166666666667,46.5416666666667,45.8333333333333,37.1458333333333,43.6770833333333,52.3125,59.5166666666667,45.1833333333333
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,53.8541666666667,42.5833333333333,44.4375,35.3333333333333,39.34375,48.2291666666667,56.925,43.025
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,48.9583333333333,38.5833333333333,39.75,32.9583333333333,37.1875,44.1041666666667,52.525,38.0583333333333
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,42.7125,34.6875,32.3541666666667,27.7291666666667,31.6666666666667,38.7083333333333,46.25,31.9666666666667
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,39.0458333333333,32.5,27.7291666666667,25.3958333333333,28.71875,34.8958333333333,40.9416666666667,26.9416666666667
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,35.925,29.7916666666667,25.9791666666667,24.1666666666667,27.1041666666667,32.3125,37.5416666666667,25.8166666666667
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,32.725,25.5,25.2083333333333,21.3125,24.9791666666667,30.1041666666667,35.6083333333333,24.975
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-08T05:00:00-06:00,2017-01-08 11:00:00+00:00,32.4583333333333,25.9791666666667,25.3125,21.5,24.96875,29.8541666666667,35.775,25.0166666666667
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T05:00:00-06:00,2017-01-09 11:00:00+00:00,32.4583333333333,25.9791666666667,25.3125,21.5,24.96875,29.8541666666667,35.775,25.0166666666667
2017-01-07T00:00:00-06:00,2017-01-07 06:00:00+00:00,2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-10T05:00:00-06:00,2017-01-10 11:00:00+00:00,32.4583333333333,25.9791666666667,25.3125,21.5,24.96875,29.8541666666667,35.775,25.0166666666667
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-01T05:00:00-06:00,2017-01-01 11:00:00+00:00,57.85,49.875,50.9791666666667,40.875,47.3020833333333,54.1666666666667,61.75,49.8166666666667
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,57.3166666666667,48.1666666666667,50.625,41.5208333333333,46.3020833333333,52.875,60.7583333333333,49.425
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,50.2291666666667,42.0416666666667,45.3333333333333,36.4583333333333,40.71875,47.3333333333333,55.4166666666667,43.8333333333333
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,46.8458333333333,39.4583333333333,41.1041666666667,33.8125,38.2083333333333,43.3541666666667,51.9333333333333,40.275
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,42.8666666666667,36.3125,36.375,31.375,35.2604166666667,40.0625,48.0333333333333,36.2583333333333
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,41.6041666666667,34.8125,36.75,31.125,33.6979166666667,37.625,45.3416666666667,34.725
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,41.4875,34.25,37.2916666666667,31.4583333333333,34.4375,38.2916666666667,45.45,35.975
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-08T05:00:00-06:00,2017-01-08 11:00:00+00:00,39.9666666666667,31.3541666666667,37.0625,29.3958333333333,32.65625,35.5416666666667,44.85,36.4666666666667
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-09T05:00:00-06:00,2017-01-09 11:00:00+00:00,39.5916666666667,32.8125,39.8333333333333,31.6041666666667,34.5104166666667,35.9583333333333,46.0833333333333,37.875
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T05:00:00-06:00,2017-01-10 11:00:00+00:00,39.5916666666667,32.8125,39.8333333333333,31.6041666666667,34.5104166666667,35.9583333333333,46.0833333333333,37.875
2017-01-08T00:00:00-06:00,2017-01-08 06:00:00+00:00,2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-11T05:00:00-06:00,2017-01-11 11:00:00+00:00,39.5916666666667,32.8125,39.8333333333333,31.6041666666667,34.5104166666667,35.9583333333333,46.0833333333333,37.875
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-01T05:00:00-06:00,2017-01-01 11:00:00+00:00,64.7541666666667,55.8541666666667,56.4791666666667,48.4791666666667,54.9375,61.125,67.4833333333333,55.2333333333333
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,64.825,58.2916666666667,57.7708333333333,51.5416666666667,56.3645833333333,61.7291666666667,68.125,56.875
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,59.6708333333333,50.9166666666667,56.7916666666667,47.25,51.6354166666667,56.8958333333333,63.8916666666667,54.9166666666667
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,59.8916666666667,51.1666666666667,53.6666666666667,46.6666666666667,50.9166666666667,56.0208333333333,62.7583333333333,52.6916666666667
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,58.125,49.5625,50.2083333333333,45.0833333333333,51.2291666666667,55.0416666666667,60.6416666666667,50.2333333333333
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,55.7083333333333,47.2083333333333,49.5,44.1875,47.9166666666667,50.9166666666667,57.75,48.4
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,58.8791666666667,49.6041666666667,51.7708333333333,44.5208333333333,49.5833333333333,53.5833333333333,60.2166666666667,50.625
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-08T05:00:00-06:00,2017-01-08 11:00:00+00:00,57.9333333333333,48.5416666666667,51.4375,42.1666666666667,48.3333333333333,53.6666666666667,60.3583333333333,49.2833333333333
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-09T05:00:00-06:00,2017-01-09 11:00:00+00:00,57.3916666666667,47.4791666666667,51.1458333333333,43.1458333333333,48.1041666666667,54.9375,59.95,50.725
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-10T05:00:00-06:00,2017-01-10 11:00:00+00:00,58.5916666666667,48.875,52.5,46.2916666666667,51.6979166666667,57.1041666666667,60.4,53.3083333333333
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T05:00:00-06:00,2017-01-11 11:00:00+00:00,58.5916666666667,48.875,52.5,46.2916666666667,51.6979166666667,57.1041666666667,60.4,53.3083333333333
2017-01-09T00:00:00-06:00,2017-01-09 06:00:00+00:00,2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-12T05:00:01-06:00,2017-01-12 11:00:01+00:00,58.5916666666667,48.875,52.5,46.2916666666667,51.6979166666667,57.1041666666667,60.4,53.3083333333333
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-02T05:00:00-06:00,2017-01-02 11:00:00+00:00,69.1291666666667,63.8333333333333,59.8125,57.1458333333333,62.4375,66.1458333333333,71.3916666666667,61.0833333333333
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,68.5625,62.8958333333333,60.8125,57.7708333333333,62.8958333333333,66.9375,71.3583333333333,61.2166666666667
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,69.0958333333333,64,62.1666666666667,59.2916666666667,63.2708333333333,66.5,71.0416666666667,61.925
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,69.7,65.7708333333333,61.0416666666667,60.0416666666667,64.0208333333333,66.8958333333333,70.2666666666667,60.6333333333333
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,68.8125,65.1458333333333,60.4375,59.7708333333333,63.7395833333333,65.5416666666667,68.1583333333333,60.5
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-07T05:00:01-06:00,2017-01-07 11:00:01+00:00,68.0833333333334,64.2916666666667,58.8125,58.625,61.7291666666667,63.4791666666667,67.0833333333333,59.4
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-08T05:00:00-06:00,2017-01-08 11:00:00+00:00,68.6833333333333,65.1666666666667,57.7291666666667,57.8958333333333,63.3645833333333,64.6458333333333,68.475,60.0416666666667
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-09T05:00:00-06:00,2017-01-09 11:00:00+00:00,67.5791666666667,63.5208333333333,58.4166666666667,58.25,63.0416666666667,65.25,69.575,60.0833333333333
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-10T05:00:00-06:00,2017-01-10 11:00:00+00:00,67.9375,64.7291666666667,57.6458333333333,60.8333333333333,63.5625,65.25,68.1583333333333,60.7583333333333
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-11T05:00:00-06:00,2017-01-11 11:00:00+00:00,68.5458333333333,66.6875,58.6875,62.4583333333333,65.0833333333333,65.0625,68.6,62.2916666666667
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-12T05:00:01-06:00,2017-01-12 11:00:01+00:00,68.5458333333333,66.6875,58.6875,62.4583333333333,65.0833333333333,65.0625,68.6,62.2916666666667
2017-01-10T00:00:00-06:00,2017-01-10 06:00:00+00:00,2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-13T05:00:00-06:00,2017-01-13 11:00:00+00:00,68.5458333333334,66.6875,58.6875,62.4583333333333,65.0833333333333,65.0625,68.6,62.2916666666667
2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-12T00:00:00-06:00,2017-01-12 06:00:00+00:00,2017-01-03T05:00:01-06:00,2017-01-03 11:00:01+00:00,70.2333333333333,66.1458333333333,60.0625,58.8541666666667,64.3333333333333,67.6666666666667,71.7166666666667,61.925
2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-12T00:00:00-06:00,2017-01-12 06:00:00+00:00,2017-01-04T05:00:01-06:00,2017-01-04 11:00:01+00:00,69.9833333333333,65.8541666666667,61.0833333333333,58.3958333333333,64.875,68.1458333333333,71.8416666666667,62.5
2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-12T00:00:00-06:00,2017-01-12 06:00:00+00:00,2017-01-05T05:00:01-06:00,2017-01-05 11:00:01+00:00,71.7958333333333,67.7083333333333,58.875,56.9583333333333,62.3541666666667,68.9583333333333,73.55,60.2333333333333
2017-01-11T00:00:00-06:00,2017-01-11 06:00:00+00:00,2017-01-12T00:00:00-06:00,2017-01-12 06:00:00+00:00,2017-01-06T05:00:00-06:00,2017-01-06 11:00:00+00:00,70.8875,64.6041666666667,58.1041666666667,51.3125,58.1145833333333,66.4791666666667,71.3083333333333,58.5666666666667
